Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
04/28/2014,140111509,04/28/2014,0930,01,Central,0164,480,BIKE - STOLEN,IC,Invest Cont,  600      S  SPRING                       ST,,"(34.046, -118.2509)"
04/28/2014,140610650,04/28/2014,0720,06,Hollywood,0625,480,BIKE - STOLEN,IC,Invest Cont, 2000      N  HIGHLAND                     AV,,"(34.1067, -118.3373)"
04/28/2014,141608160,04/28/2014,1000,16,Foothill,1681,480,BIKE - STOLEN,IC,Invest Cont, 8500         LAUREL CANYON                BL,,"(34.2254, -118.3971)"
05/02/2014,140111826,04/27/2014,1030,01,Central,0132,480,BIKE - STOLEN,IC,Invest Cont,  200      S  OLIVE                        ST,,"(34.0538, -118.2488)"
05/05/2014,140111950,04/27/2014,1400,01,Central,0132,480,BIKE - STOLEN,IC,Invest Cont,  200      S  OLIVE                        ST,,"(34.0538, -118.2488)"
04/28/2014,140708397,04/27/2014,1845,07,Wilshire,0735,480,BIKE - STOLEN,IC,Invest Cont,              WILSHIRE                     BL,   HAUSER                       BL,"(34.0624, -118.3509)"
04/28/2014,140111444,04/26/2014,1530,01,Central,0135,480,BIKE - STOLEN,IC,Invest Cont,              2ND                          ST,   LOS ANGELES,"(34.0516, -118.2454)"
04/29/2014,140111546,04/26/2014,1200,01,Central,0111,480,BIKE - STOLEN,IC,Invest Cont,  500      N  FIGUEROA                     ST,,"(34.0617, -118.2469)"
04/27/2014,141109522,04/26/2014,1900,11,Northeast,1107,480,BIKE - STOLEN,IC,Invest Cont, 5900         EUCALYPTUS                   LN,,"(34.1311, -118.1914)"
04/25/2014,140111345,04/25/2014,1245,01,Central,0134,480,BIKE - STOLEN,IC,Invest Cont,  300      S  BROADWAY,,"(34.051, -118.248)"
04/25/2014,140111346,04/25/2014,0600,01,Central,0156,480,BIKE - STOLEN,IC,Invest Cont,              5TH                          ST,   SAN JULIAN,"(34.0448, -118.2454)"
04/27/2014,140209954,04/25/2014,1730,02,Rampart,0205,480,BIKE - STOLEN,IC,Invest Cont,  600      N  OCCIDENTAL                   BL,,"(34.0769, -118.2758)"
04/30/2014,141109686,04/25/2014,1200,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 3100         RIVERSIDE                    DR,,"(34.1128, -118.2679)"
04/24/2014,140111240,04/24/2014,0015,01,Central,0157,480,BIKE - STOLEN,IC,Invest Cont,  500      S  SAN PEDRO                    ST,,"(34.0442, -118.2439)"
04/24/2014,140111290,04/23/2014,1600,01,Central,0111,480,BIKE - STOLEN,IC,Invest Cont,  700      N  BROADWAY,,"(34.0604, -118.2393)"
04/27/2014,140708350,04/23/2014,1300,07,Wilshire,0721,480,BIKE - STOLEN,IC,Invest Cont,  100      S  SWALL                        DR,,"(34.0753, -118.3858)"
04/24/2014,141708974,04/23/2014,2100,17,Devonshire,1761,480,BIKE - STOLEN,IC,Invest Cont, 9600         NEVADA                       AV,,"(34.245, -118.609)"
04/25/2014,140111337,04/21/2014,0900,01,Central,0165,480,BIKE - STOLEN,IC,Invest Cont,              7TH,   MAPLE,"(34.0424, -118.2493)"
04/24/2014,140310458,04/21/2014,1800,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont, 3300      S  FIGUEROA                     ST,,"(34.0225, -118.2796)"
04/24/2014,140708210,04/21/2014,1930,07,Wilshire,0724,480,BIKE - STOLEN,IC,Invest Cont, 7600         BEVERLY                      BL,,"(34.0761, -118.3555)"
04/22/2014,141509765,04/21/2014,1800,15,N Hollywood,1557,480,BIKE - STOLEN,IC,Invest Cont,10900         BLIX                         ST,,"(34.1567, -118.3678)"
04/21/2014,140209675,04/20/2014,2100,02,Rampart,0202,480,BIKE - STOLEN,IC,Invest Cont, 4500         WILLOW BROOK                 AV,,"(34.0897, -118.2893)"
04/21/2014,141708827,04/20/2014,1900,17,Devonshire,1779,480,BIKE - STOLEN,IC,Invest Cont, 9600         AQUEDUCT                     AV,,"(34.2447, -118.474)"
04/21/2014,142009106,04/20/2014,1345,20,Olympic,2027,480,BIKE - STOLEN,IC,Invest Cont,  500      S  ALEXANDRIA                   AV,,"(34.0654, -118.2979)"
04/20/2014,140310248,04/19/2014,1745,03,Southwest,0363,480,BIKE - STOLEN,IC,Invest Cont, 4100         CRENSHAW                     BL,,"(34.0102, -118.3351)"
04/20/2014,140310300,04/19/2014,1159,03,Southwest,0325,480,BIKE - STOLEN,IC,Invest Cont, 2800         ELLENDALE                    PL,,"(34.0299, -118.2888)"
05/10/2014,140708871,04/19/2014,0001,07,Wilshire,0745,480,BIKE - STOLEN,IC,Invest Cont, 5600         WILSHIRE                     BL,,"(34.0624, -118.3504)"
04/20/2014,141109162,04/19/2014,1900,11,Northeast,1183,480,BIKE - STOLEN,IC,Invest Cont, 1400         GLENDALE                     BL,,"(34.0798, -118.2602)"
04/20/2014,141109163,04/19/2014,1500,11,Northeast,1145,480,BIKE - STOLEN,IC,Invest Cont, 2500         CORRALITAS                   DR,,"(34.0989, -118.2524)"
04/21/2014,141109221,04/19/2014,1800,11,Northeast,1149,480,BIKE - STOLEN,AA,Adult Arrest,  100      N  AVENUE 50,,"(34.1052, -118.2023)"
04/24/2014,140310459,04/18/2014,1800,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont,  700      W  27TH                         ST,,"(34.0278, -118.2783)"
04/22/2014,141708847,04/18/2014,1600,17,Devonshire,1767,480,BIKE - STOLEN,IC,Invest Cont, 9500         RESEDA                       BL,,"(34.2428, -118.5361)"
04/19/2014,142000568,04/18/2014,1800,20,Olympic,2062,480,BIKE - STOLEN,AA,Adult Arrest,  900         WESTCHESTER                  PL,,"(34.0535, -118.316)"
04/23/2014,142009169,04/18/2014,1050,20,Olympic,2035,480,BIKE - STOLEN,IC,Invest Cont, 3400         WILSHIRE                     BL,,"(34.0618, -118.2979)"
04/19/2014,140110979,04/17/2014,1030,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  600      W  9TH                          ST,,"(34.0451, -118.2604)"
04/18/2014,140209566,04/17/2014,0500,02,Rampart,0201,480,BIKE - STOLEN,AO,Adult Other, 1000      N  MARIPOSA                     AV,,"(34.0891, -118.2992)"
04/19/2014,140610128,04/17/2014,1500,06,Hollywood,0639,480,BIKE - STOLEN,IC,Invest Cont, 5300         FRANKLIN                     AV,,"(34.1054, -118.305)"
04/19/2014,140610143,04/17/2014,1045,06,Hollywood,0622,480,BIKE - STOLEN,IC,Invest Cont, 7200         HILLSIDE                     AV,,"(34.1046, -118.3461)"
