Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
04/16/2014,140110827,04/16/2014,1840,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  600      W  5TH                          ST,,"(34.0502, -118.254)"
04/16/2014,140110841,04/16/2014,2205,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  600      W  9TH                          ST,,"(34.0451, -118.2604)"
04/18/2014,140110961,04/16/2014,1500,01,Central,0111,480,BIKE - STOLEN,IC,Invest Cont,  500      N  FIGUEROA                     ST,,"(34.0617, -118.2469)"
04/25/2014,140111336,04/15/2014,0929,01,Central,0124,480,BIKE - STOLEN,IC,Invest Cont,  100      W  1ST                          ST,,"(34.0522, -118.2434)"
04/16/2014,141109019,04/15/2014,1000,11,Northeast,1189,480,BIKE - STOLEN,IC,Invest Cont, 3500         PASADENA                     AV,,"(34.0865, -118.2128)"
04/15/2014,141509380,04/15/2014,1905,15,N Hollywood,1503,480,BIKE - STOLEN,IC,Invest Cont, 6600         LAUREL CANYON                BL,,"(34.1903, -118.3965)"
04/16/2014,140110824,04/14/2014,1930,01,Central,0138,480,BIKE - STOLEN,IC,Invest Cont,              BOYD,   WALL,"(34.0472, -118.2442)"
04/15/2014,140309975,04/14/2014,1750,03,Southwest,0303,480,BIKE - STOLEN,IC,Invest Cont, 5100      W  ADAMS                        BL,,"(34.0325, -118.3524)"
04/14/2014,140110646,04/13/2014,2300,01,Central,0145,480,BIKE - STOLEN,IC,Invest Cont,              4TH,N  MAIN                         ST,"(34.0482, -118.2472)"
04/14/2014,140209364,04/13/2014,2200,02,Rampart,0285,480,BIKE - STOLEN,IC,Invest Cont, 1100      S  UNION                        AV,,"(34.0477, -118.2751)"
04/13/2014,141108880,04/13/2014,1000,11,Northeast,1173,480,BIKE - STOLEN,IC,Invest Cont, 2200         FAIR OAK VIEW                TR,,"(34.0936, -118.2573)"
04/13/2014,141809064,04/13/2014,1910,18,Southeast,1846,480,BIKE - STOLEN,IC,Invest Cont,              112TH                        ST,   COMPTON                      BL,"(33.9331, -118.254)"
04/13/2014,140707837,04/12/2014,1700,07,Wilshire,0758,480,BIKE - STOLEN,IC,Invest Cont, 1200      S  WINDSOR                      BL,,"(34.0507, -118.3281)"
04/12/2014,141708471,04/12/2014,1440,17,Devonshire,1785,480,BIKE - STOLEN,IC,Invest Cont, 9100         RESEDA                       BL,,"(34.2355, -118.5361)"
04/13/2014,142008761,04/12/2014,1600,20,Olympic,2021,480,BIKE - STOLEN,IC,Invest Cont, 4600      W  3RD                          ST,,"(34.069, -118.3154)"
04/11/2014,141509193,04/11/2014,1300,15,N Hollywood,1583,480,BIKE - STOLEN,IC,Invest Cont, 4200         COLFAX                       AV,,"(34.1456, -118.3877)"
04/10/2014,140110496,04/10/2014,1900,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,  100      N  CENTRAL                      AV,,"(34.0492, -118.2391)"
04/12/2014,140209267,04/10/2014,1930,02,Rampart,0219,480,BIKE - STOLEN,IC,Invest Cont,  700      E  KENSINGTON                   RD,,"(34.068, -118.2517)"
04/11/2014,140309742,04/10/2014,1400,03,Southwest,0327,480,BIKE - STOLEN,IC,Invest Cont, 2600         ELLENDALE                    PL,,"(34.0328, -118.2888)"
04/10/2014,140309750,04/10/2014,1230,03,Southwest,0328,480,BIKE - STOLEN,IC,Invest Cont, 2600         PORTLAND                     ST,,"(34.0309, -118.2821)"
04/10/2014,140707701,04/10/2014,0700,07,Wilshire,0777,480,BIKE - STOLEN,IC,Invest Cont, 1800         VIRGINIA                     RD,,"(34.0416, -118.3341)"
04/14/2014,141108920,04/10/2014,1130,11,Northeast,1171,480,BIKE - STOLEN,AO,Adult Other, 1800         SAN JACINTO                  ST,,"(34.092, -118.2699)"
04/10/2014,141210007,04/10/2014,0140,12,77th Street,1243,480,BIKE - STOLEN,IC,Invest Cont, 1600      W  66TH                         ST,,"(33.9792, -118.3046)"
04/10/2014,142008635,04/10/2014,1940,20,Olympic,2029,480,BIKE - STOLEN,IC,Invest Cont, 3100      W  4TH                          ST,,"(34.0667, -118.2871)"
04/10/2014,140110407,04/09/2014,2300,01,Central,0158,480,BIKE - STOLEN,IC,Invest Cont,  500         STANFORD                     AV,,"(34.0426, -118.2412)"
04/10/2014,141108747,04/09/2014,1000,11,Northeast,1184,480,BIKE - STOLEN,IC,Invest Cont, 1400         MCDUFF                       ST,,"(34.0773, -118.2538)"
04/11/2014,141108804,04/09/2014,1945,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 4600         LOS FELIZ                    BL,,"(34.1115, -118.2894)"
04/09/2014,142108358,04/09/2014,1300,21,Topanga,2158,480,BIKE - STOLEN,IC,Invest Cont, 6300         CANOGA                       AV,,"(34.1829, -118.5975)"
04/08/2014,140110345,04/08/2014,1600,01,Central,0155,480,BIKE - STOLEN,IC,Invest Cont,  500         MAPLE                        AV,,"(34.0454, -118.2466)"
04/08/2014,140209003,04/08/2014,0645,02,Rampart,0238,480,BIKE - STOLEN,IC,Invest Cont,  300         GLENDALE                     BL,,"(34.0657, -118.2603)"
04/08/2014,140609497,04/08/2014,0345,06,Hollywood,0645,480,BIKE - STOLEN,IC,Invest Cont,              HIGHLAND                     AV,   SELMA                        AV,"(34.0989, -118.3387)"
07/08/2014,140213750,04/06/2014,1200,02,Rampart,0249,480,BIKE - STOLEN,IC,Invest Cont,  600         SAINT PAUL                   AV,,"(34.0535, -118.2609)"
04/13/2014,140609875,04/06/2014,2030,06,Hollywood,0666,480,BIKE - STOLEN,IC,Invest Cont, 6300         LEXINGTON                    AV,,"(34.0926, -118.3266)"
04/05/2014,140110150,04/05/2014,1000,01,Central,0153,480,BIKE - STOLEN,IC,Invest Cont,  200      W  6TH                          ST,,"(34.046, -118.2509)"
04/05/2014,140309472,04/05/2014,2015,03,Southwest,0334,480,BIKE - STOLEN,IC,Invest Cont,              CRENSHAW                     AV,   29TH                         ST,"(34.0234, -118.3351)"
04/08/2014,140110328,04/04/2014,1000,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,  300      E  2ND                          ST,,"(34.0493, -118.2418)"
04/11/2014,140707722,04/04/2014,1700,07,Wilshire,0724,480,BIKE - STOLEN,IC,Invest Cont, 6300      W  3RD                          ST,,"(34.0712, -118.359)"
04/05/2014,141108449,04/04/2014,2200,11,Northeast,1162,480,BIKE - STOLEN,IC,Invest Cont, 1200      N  HOOVER                       ST,,"(34.0935, -118.2846)"
04/02/2014,140109965,04/02/2014,1200,01,Central,0146,480,BIKE - STOLEN,IC,Invest Cont,              5TH                          ST,   WALL,"(34.0458, -118.2471)"
04/09/2014,140609609,04/02/2014,2100,06,Hollywood,0645,480,BIKE - STOLEN,IC,Invest Cont, 7000         LANEWOOD                     AV,,"(34.0992, -118.3414)"
04/02/2014,141708028,04/02/2014,0500,17,Devonshire,1756,480,BIKE - STOLEN,IC,Invest Cont,10000         ZELZAH                       AV,,"(34.2522, -118.5234)"
04/03/2014,141708071,04/02/2014,0805,17,Devonshire,1783,480,BIKE - STOLEN,IC,Invest Cont,              NORDHOFF                     ST,   TAMPA                        AV,"(34.2355, -118.552)"
04/01/2014,140208636,04/01/2014,2310,02,Rampart,0238,480,BIKE - STOLEN,IC,Invest Cont,  100         GLENDALE                     BL,,"(34.062, -118.2596)"
04/02/2014,140208644,04/01/2014,2030,02,Rampart,0218,480,BIKE - STOLEN,IC,Invest Cont,  800         LAVETA                       TR,,"(34.0713, -118.2575)"
03/31/2014,140609033,03/31/2014,1200,06,Hollywood,0659,480,BIKE - STOLEN,IC,Invest Cont, 1300      N  HARVARD                      BL,,"(34.0951, -118.3044)"
03/31/2014,140609047,03/31/2014,1000,06,Hollywood,0635,480,BIKE - STOLEN,IC,Invest Cont, 1900         WILCOX                       AV,,"(34.1053, -118.331)"
04/01/2014,141108199,03/31/2014,2000,11,Northeast,1172,480,BIKE - STOLEN,AO,Adult Other, 1500         SILVER LAKE                  BL,,"(34.0867, -118.2701)"
03/30/2014,140309094,03/30/2014,2130,03,Southwest,0358,480,BIKE - STOLEN,IC,Invest Cont, 3500         TROUSDALE                    PY,,"(34.0218, -118.2843)"
03/30/2014,140109747,03/29/2014,1800,01,Central,0128,480,BIKE - STOLEN,IC,Invest Cont,              1ST,   CENTRAL,"(34.0492, -118.2391)"
03/29/2014,141108038,03/29/2014,0100,11,Northeast,1144,480,BIKE - STOLEN,IC,Invest Cont, 2400         MEADOW VALLEY                TR,,"(34.1031, -118.2709)"
03/29/2014,142008039,03/29/2014,0300,20,Olympic,2033,480,BIKE - STOLEN,IC,Invest Cont,  700      S  SERRANO                      AV,,"(34.0597, -118.3066)"
03/31/2014,140707338,03/28/2014,1930,07,Wilshire,0743,480,BIKE - STOLEN,IC,Invest Cont, 1100      S  SIERRA BONITA                AV,,"(34.0559, -118.3567)"
03/28/2014,140908262,03/28/2014,1100,09,Van Nuys,0938,480,BIKE - STOLEN,JA,Juv Arrest, 6300         NAGLE                        AV,,"(34.1849, -118.4236)"
03/29/2014,141209351,03/28/2014,2000,12,77th Street,1265,480,BIKE - STOLEN,IC,Invest Cont, 1000      W  79TH                         ST,,"(33.9678, -118.2918)"
04/01/2014,140109881,03/27/2014,2200,01,Central,0153,480,BIKE - STOLEN,IC,Invest Cont,              7TH,   BROADWAY,"(33.9961, -118.4655)"
03/29/2014,140707234,03/27/2014,1100,07,Wilshire,0721,480,BIKE - STOLEN,IC,Invest Cont,  100      S  LA CIENEGA                   BL,,"(34.0761, -118.3766)"
03/26/2014,140109513,03/26/2014,0230,01,Central,0163,480,BIKE - STOLEN,IC,Invest Cont,  300      W  7TH                          ST,,"(34.0452, -118.2534)"
03/26/2014,140109536,03/26/2014,0700,01,Central,0153,480,BIKE - STOLEN,IC,Invest Cont,              SPRING                       ST,   7TH                          ST,"(34.0453, -118.2516)"
03/27/2014,141209222,03/26/2014,2130,12,77th Street,1248,480,BIKE - STOLEN,IC,Invest Cont,              VERMONT,   FLORENCE,"(33.9746, -118.2916)"
03/26/2014,141107908,03/25/2014,1600,11,Northeast,1145,480,BIKE - STOLEN,AA,Adult Arrest, 2600         LAKE VIEW                    TR,,"(34.1039, -118.2559)"
03/24/2014,140208172,03/24/2014,0200,02,Rampart,0212,480,BIKE - STOLEN,IC,Invest Cont,  500      N  WESTMORELAND                 AV,,"(34.0798, -118.288)"
03/24/2014,140308700,03/24/2014,0725,03,Southwest,0317,480,BIKE - STOLEN,IC,Invest Cont, 1400      W  24TH                         ST,,"(34.0346, -118.2915)"
03/26/2014,141107904,03/24/2014,1200,11,Northeast,1179,480,BIKE - STOLEN,IC,Invest Cont,  100      W  AVENUE 44,,"(34.0951, -118.208)"
03/30/2014,140109765,03/23/2014,0430,01,Central,0154,480,BIKE - STOLEN,IC,Invest Cont,  500      S  MAIN                         ST,,"(34.0467, -118.2485)"
03/26/2014,140707134,03/23/2014,1515,07,Wilshire,0724,480,BIKE - STOLEN,IC,Invest Cont,  100         THE GROVE                    DR,,"(34.0761, -118.3563)"
03/22/2014,140208071,03/22/2014,1230,02,Rampart,0251,480,BIKE - STOLEN,IC,Invest Cont,              7TH                          ST,   HOOVER,"(34.0596, -118.2838)"
03/30/2014,141508513,03/22/2014,1800,15,N Hollywood,1563,480,BIKE - STOLEN,IC,Invest Cont, 4500         COLFAX                       AV,,"(34.1522, -118.3877)"
03/22/2014,140109293,03/21/2014,0200,01,Central,0101,480,BIKE - STOLEN,IC,Invest Cont,  900         FIGUEROA                     TR,,"(34.0663, -118.2441)"
03/23/2014,140707032,03/21/2014,2345,07,Wilshire,0717,480,BIKE - STOLEN,IC,Invest Cont,  400      N  SYCAMORE                     AV,,"(34.0783, -118.343)"
03/22/2014,141107686,03/21/2014,1445,11,Northeast,1181,480,BIKE - STOLEN,IC,Invest Cont, 1300         WATERLOO                     ST,,"(34.0804, -118.2658)"
03/24/2014,142007777,03/21/2014,0001,20,Olympic,2046,480,BIKE - STOLEN,IC,Invest Cont,  900      S  BERENDO                      ST,,"(34.056, -118.2941)"
03/22/2014,141208892,03/19/2014,1700,12,77th Street,1283,480,BIKE - STOLEN,IC,Invest Cont,10300      S  WESTERN                      AV,,"(33.9432, -118.309)"
03/18/2014,141107513,03/18/2014,1900,11,Northeast,1184,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET,   ECHO PARK,"(34.0772, -118.2584)"
03/18/2014,141606763,03/18/2014,2100,16,Foothill,1643,480,BIKE - STOLEN,IC,Invest Cont,              VAN NUYS,   SAN FERNANDO,"(34.2661, -118.4221)"
03/18/2014,142007541,03/18/2014,1500,20,Olympic,2024,480,BIKE - STOLEN,IC,Invest Cont, 3700         WILSHIRE                     BL,,"(34.0617, -118.3066)"
03/17/2014,140108966,03/17/2014,0915,01,Central,0153,480,BIKE - STOLEN,IC,Invest Cont,  500      S  BROADWAY,,"(34.0481, -118.2507)"
03/17/2014,140300637,03/17/2014,1310,03,Southwest,0358,480,BIKE - STOLEN,AO,Adult Other,  600      W  34TH                         ST,,"(34.0212, -118.2805)"
03/18/2014,140706826,03/17/2014,1353,07,Wilshire,0726,480,BIKE - STOLEN,IC,Invest Cont, 7100         BEVERLY                      BL,,"(34.0762, -118.3441)"
03/28/2014,141107984,03/17/2014,2200,11,Northeast,1163,480,BIKE - STOLEN,IC,Invest Cont, 4700         FOUNTAIN                     AV,,"(34.0956, -118.2918)"
03/17/2014,141707399,03/17/2014,1740,17,Devonshire,1785,480,BIKE - STOLEN,IC,Invest Cont,              NORDHOFF                     ST,   RESEDA                       BL,"(34.2355, -118.546)"
03/16/2014,140108901,03/16/2014,0100,01,Central,0131,480,BIKE - STOLEN,IC,Invest Cont,              2ND,   FIGUEROA                     ST,"(34.0566, -118.2531)"
03/18/2014,140706848,03/16/2014,1930,07,Wilshire,0733,480,BIKE - STOLEN,IC,Invest Cont,              WILSHIRE,   FAIRFAX,"(34.063, -118.3614)"
04/09/2014,141509093,03/16/2014,2200,15,N Hollywood,1557,480,BIKE - STOLEN,IC,Invest Cont,10800         MAGNOLIA                     BL,,"(34.1649, -118.3659)"
03/17/2014,140706786,03/15/2014,1300,07,Wilshire,0763,480,BIKE - STOLEN,IC,Invest Cont, 1400         SPAULDING                    AV,,"(34.0507, -118.3625)"
03/15/2014,141107373,03/15/2014,1130,11,Northeast,1146,480,BIKE - STOLEN,IC,Invest Cont, 2600         RICH                         ST,,"(34.0971, -118.2437)"
03/15/2014,141208471,03/14/2014,1030,12,77th Street,1213,480,BIKE - STOLEN,IC,Invest Cont, 5500      S  WESTERN                      AV,,"(33.9924, -118.3089)"
03/14/2014,142007325,03/14/2014,1000,20,Olympic,2093,480,BIKE - STOLEN,IC,Invest Cont, 2000      W  WASHINGTON                   BL,,"(34.04, -118.3032)"
03/14/2014,140108827,03/13/2014,2300,01,Central,0142,480,BIKE - STOLEN,IC,Invest Cont,  400      S  HOPE                         ST,,"(34.0522, -118.2538)"
03/12/2014,140108769,03/12/2014,1445,01,Central,0161,480,BIKE - STOLEN,IC,Invest Cont,  700      S  FIGUEROA                     ST,,"(34.0494, -118.2599)"
03/13/2014,141107231,03/12/2014,2000,11,Northeast,1137,480,BIKE - STOLEN,IC,Invest Cont,              MONTE VISTA                  ST,   AVENUE 52,"(34.1075, -118.2031)"
03/11/2014,140108621,03/11/2014,0540,01,Central,0158,480,BIKE - STOLEN,IC,Invest Cont,  800      E  6TH                          ST,,"(34.0408, -118.2428)"
03/11/2014,140108732,03/11/2014,2020,01,Central,0153,480,BIKE - STOLEN,IC,Invest Cont,  500      S  BROADWAY,,"(34.0481, -118.2507)"
03/11/2014,141208222,03/10/2014,1930,12,77th Street,1265,480,BIKE - STOLEN,IC,Invest Cont, 1200      W  84TH                         PL,,"(33.9618, -118.2959)"
03/11/2014,142007160,03/10/2014,2100,20,Olympic,2021,480,BIKE - STOLEN,IC,Invest Cont,  400      S  VAN NESS                     AV,,"(34.0672, -118.3152)"
03/11/2014,142007159,03/09/2014,0001,20,Olympic,2026,480,BIKE - STOLEN,IC,Invest Cont,  400      S  NEW HAMPSHIRE                AV,,"(34.0674, -118.2929)"
03/11/2014,140108639,03/08/2014,1300,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,              8TH                          ST,   FIGUEROA,"(34.0476, -118.2607)"
03/11/2014,140207546,03/08/2014,1930,02,Rampart,0201,480,BIKE - STOLEN,AO,Adult Other,  900      N  MARIPOSA                     AV,,"(34.0869, -118.299)"
03/09/2014,140607647,03/08/2014,1430,06,Hollywood,0644,480,BIKE - STOLEN,IC,Invest Cont,              SUNSET                       BL,   CAHUENGA                     BL,"(34.0981, -118.3534)"
03/08/2014,140108440,03/07/2014,1530,01,Central,0139,480,BIKE - STOLEN,IC,Invest Cont,  200      S  SANTA FE                     AV,,"(34.0472, -118.2326)"
03/19/2014,141208724,03/07/2014,1600,12,77th Street,1258,480,BIKE - STOLEN,IC,Invest Cont,  100      W  FLORENCE                     AV,,"(33.9747, -118.2739)"
03/06/2014,140108330,03/06/2014,1300,01,Central,0192,480,BIKE - STOLEN,IC,Invest Cont,              GRAND,   WASHINGTON                   BL,"(34.0327, -118.2683)"
03/13/2014,140706661,03/06/2014,0800,07,Wilshire,0759,480,BIKE - STOLEN,IC,Invest Cont, 1100         CRENSHAW                     BL,,"(34.0531, -118.3238)"
03/06/2014,142006969,03/06/2014,1000,20,Olympic,2029,480,BIKE - STOLEN,IC,Invest Cont, 2800      W  6TH                          ST,,"(34.0632, -118.2831)"
03/06/2014,142006985,03/06/2014,1820,20,Olympic,2024,480,BIKE - STOLEN,IC,Invest Cont, 3700         WILSHIRE                     BL,,"(34.0617, -118.3066)"
03/05/2014,140108275,03/05/2014,1615,01,Central,0127,480,BIKE - STOLEN,IC,Invest Cont,              ALAMEDA,   TEMPLE,"(34.0511, -118.2381)"
03/06/2014,140108321,03/05/2014,2230,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,  800      S  FLOWER                       ST,,"(34.0473, -118.2601)"
03/06/2014,140108324,03/05/2014,2030,01,Central,0139,480,BIKE - STOLEN,IC,Invest Cont,  900      E  3RD                          ST,,"(34.0459, -118.2351)"
03/05/2014,141106883,03/04/2014,1630,11,Northeast,1151,480,BIKE - STOLEN,IC,Invest Cont, 1600      N  EDGEMONT                     ST,,"(34.1002, -118.2961)"
03/04/2014,140207200,03/03/2014,1800,02,Rampart,0251,480,BIKE - STOLEN,IC,Invest Cont,  500      S  RAMPART                      BL,,"(34.0636, -118.2805)"
03/05/2014,140207221,03/03/2014,1000,02,Rampart,0235,480,BIKE - STOLEN,IC,Invest Cont,  200         ROSEMONT                     AV,,"(34.0693, -118.2718)"
03/05/2014,140207245,03/03/2014,2200,02,Rampart,0233,480,BIKE - STOLEN,IC,Invest Cont,              BEVERLY,   RAMPART,"(34.0695, -118.2768)"
03/03/2014,140307463,03/03/2014,1610,03,Southwest,0358,480,BIKE - STOLEN,IC,Invest Cont,  800         BLOOMWALK,,
03/04/2014,140607405,03/03/2014,2030,06,Hollywood,0643,480,BIKE - STOLEN,IC,Invest Cont, 1500      N  FULLER                       AV,,"(34.098, -118.349)"
03/03/2014,140307401,03/02/2014,1630,03,Southwest,0329,480,BIKE - STOLEN,IC,Invest Cont,              28TH,   FIGUEROA,"(34.0261, -118.2773)"
03/03/2014,140307403,03/02/2014,2000,03,Southwest,0393,480,BIKE - STOLEN,IC,Invest Cont, 4100         GARTHWAITE                   AV,,"(34.0095, -118.3231)"
03/30/2014,141607142,03/02/2014,1800,16,Foothill,1657,480,BIKE - STOLEN,IC,Invest Cont,10000         PINEWOOD                     AV,,"(34.2501, -118.2859)"
03/13/2014,141107229,03/01/2014,1200,11,Northeast,1172,480,BIKE - STOLEN,IC,Invest Cont, 2200         NEUTRA                       PL,,"(34.0959, -118.2612)"
03/20/2014,141606762,03/01/2014,0001,16,Foothill,1682,480,BIKE - STOLEN,IC,Invest Cont,12100         ART                          ST,,"(34.2296, -118.3964)"
03/22/2014,141606868,03/01/2014,1700,16,Foothill,1633,480,BIKE - STOLEN,IC,Invest Cont,11000         BORDEN                       AV,,"(34.2697, -118.4017)"
02/28/2014,140107977,02/28/2014,1130,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  500      S  FLOWER                       ST,,"(34.0516, -118.2561)"
09/08/2014,141116255,09/06/2014,0200,11,Northeast,1141,480,BIKE - STOLEN,IC,Invest Cont, 1800      N  NEW HAMPSHIRE                AV,,"(34.1036, -118.2933)"
09/06/2014,141714734,09/06/2014,1800,17,Devonshire,1761,480,BIKE - STOLEN,IC,Invest Cont, 9700         OWENSMOUTH                   AV,,"(34.2466, -118.6018)"
09/05/2014,140120711,09/05/2014,1100,01,Central,0185,480,BIKE - STOLEN,IC,Invest Cont,              11TH                         ST,   BROADWAY,"(34.04, -118.2596)"
09/04/2014,140413767,09/04/2014,1800,04,Hollenbeck,0464,480,BIKE - STOLEN,IC,Invest Cont,              1ST                          ST,   CHICAGO,"(34.0447, -118.2131)"
09/04/2014,140618484,09/04/2014,1620,06,Hollywood,0643,480,BIKE - STOLEN,IC,Invest Cont, 7100      W  SUNSET                       BL,,"(34.098, -118.3441)"
09/02/2014,140413680,09/02/2014,1505,04,Hollenbeck,0464,480,BIKE - STOLEN,IC,Invest Cont,              1ST                          ST,   CHICAGO                      ST,"(34.0447, -118.2131)"
09/02/2014,140413681,09/02/2014,0200,04,Hollenbeck,0478,480,BIKE - STOLEN,IC,Invest Cont,  900      S  CONCORD                      ST,,"(34.0281, -118.2032)"
09/02/2014,140413683,09/02/2014,0830,04,Hollenbeck,0443,480,BIKE - STOLEN,IC,Invest Cont, 2000         ZONAL                        AV,,"(34.0597, -118.2054)"
09/02/2014,140713440,09/02/2014,0800,07,Wilshire,0732,480,BIKE - STOLEN,IC,Invest Cont, 6300         ORANGE                       ST,,"(34.0645, -118.3651)"
09/02/2014,141613172,09/02/2014,1330,16,Foothill,1656,480,BIKE - STOLEN,IC,Invest Cont,10200         SCOVILLE                     AV,,"(34.2543, -118.314)"
09/01/2014,140120442,09/01/2014,1500,01,Central,0171,480,BIKE - STOLEN,IC,Invest Cont,              JAMES M WOOD,   FIGUEROA,"(34.0462, -118.2628)"
09/01/2014,140318855,09/01/2014,1600,03,Southwest,0358,480,BIKE - STOLEN,IC,Invest Cont, 1000      W  34TH                         ST,,"(34.0243, -118.2876)"
09/01/2014,140618331,09/01/2014,0900,06,Hollywood,0647,480,BIKE - STOLEN,IC,Invest Cont, 6000      W  SUNSET                       BL,,"(34.0981, -118.3201)"
09/01/2014,140120429,08/31/2014,2130,01,Central,0162,480,BIKE - STOLEN,IC,Invest Cont,              7TH                          ST,   HOPE                         ST,"(34.0493, -118.2596)"
08/31/2014,140318811,08/31/2014,0800,03,Southwest,0392,480,BIKE - STOLEN,IC,Invest Cont, 4800         CRENSHAW                     BL,,"(34.0, -118.3308)"
08/31/2014,140413590,08/31/2014,1600,04,Hollenbeck,0499,480,BIKE - STOLEN,IC,Invest Cont, 1100         CALADA                       ST,,"(34.0211, -118.1966)"
09/06/2014,141116167,08/31/2014,1035,11,Northeast,1123,480,BIKE - STOLEN,IC,Invest Cont, 3100         GLENDALE                     BL,,"(34.1162, -118.2627)"
08/31/2014,142015618,08/31/2014,1118,20,Olympic,2038,480,BIKE - STOLEN,IC,Invest Cont, 3100         WILSHIRE                     BL,,"(34.0618, -118.2891)"
08/30/2014,140120238,08/30/2014,1200,01,Central,0159,480,BIKE - STOLEN,IC,Invest Cont,  500      S  ALAMEDA                      ST,,"(34.0414, -118.2382)"
08/31/2014,140413586,08/30/2014,2000,04,Hollenbeck,0455,480,BIKE - STOLEN,IC,Invest Cont,  500         BRITTANIA                    ST,,"(34.0493, -118.2133)"
09/07/2014,141116239,08/30/2014,1900,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 4500         AVOCADO                      ST,,"(34.1108, -118.2874)"
09/01/2014,142015673,08/30/2014,2300,20,Olympic,2031,480,BIKE - STOLEN,IC,Invest Cont,  700      S  MANHATTAN                    PL,,"(34.0597, -118.3101)"
08/29/2014,140217055,09/05/2014,800,2,Rampart,203,480,BIKE - STOLEN,              MELROSE,IC,Invest Cont,   ARDMORE,"(34.0836, -118.3017)"
09/02/2014,140618367,08/29/2014,2100,06,Hollywood,0622,480,BIKE - STOLEN,IC,Invest Cont, 7200         HILLSIDE                     AV,,"(34.1046, -118.3461)"
09/03/2014,140120578,08/28/2014,2200,01,Central,0182,480,BIKE - STOLEN,IC,Invest Cont, 1100      S  HOPE                         ST,,"(34.0423, -118.2631)"
08/29/2014,141115792,08/28/2014,1815,11,Northeast,1138,480,BIKE - STOLEN,IC,Invest Cont, 6100      N  FIGUEROA                     ST,,"(34.1119, -118.1882)"
08/28/2014,140514033,08/27/2014,2000,05,Harbor,0551,480,BIKE - STOLEN,IC,Invest Cont,  300      N  GOODHOPE                     AV,,"(33.7456, -118.3161)"
08/27/2014,141115725,08/27/2014,1300,11,Northeast,1145,480,BIKE - STOLEN,IC,Invest Cont,              FLETCHER,   GLENDALE,"(34.1049, -118.2592)"
08/28/2014,141115739,08/27/2014,1430,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 3900         LOS FELIZ                    BL,,"(34.1139, -118.277)"
08/28/2014,141115740,08/27/2014,2000,11,Northeast,1116,480,BIKE - STOLEN,IC,Invest Cont,  800      N  AVENUE 50,,"(34.1131, -118.2079)"
09/03/2014,141116053,08/27/2014,1900,11,Northeast,1149,480,BIKE - STOLEN,IC,Invest Cont,  100      S  AVENUE 53,,"(34.1068, -118.1984)"
08/27/2014,140119947,08/26/2014,2100,01,Central,0138,480,BIKE - STOLEN,IC,Invest Cont,  400      E  2ND                          ST,,"(34.0477, -118.2393)"
08/26/2014,141014117,08/26/2014,1325,10,West Valley,1039,480,BIKE - STOLEN,IC,Invest Cont,16000         VANOWEN                      ST,,"(34.1939, -118.4815)"
08/27/2014,141115702,08/26/2014,1500,11,Northeast,1142,480,BIKE - STOLEN,IC,Invest Cont, 4500         FINLEY                       AV,,"(34.1077, -118.2874)"
08/27/2014,141115703,08/26/2014,0700,11,Northeast,1177,480,BIKE - STOLEN,IC,Invest Cont, 2000      N  FIGUEROA                     ST,,"(34.0814, -118.2257)"
08/29/2014,141115814,08/26/2014,1800,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 3100         RIVERSIDE                    DR,,"(34.1128, -118.2679)"
08/29/2014,142015567,08/26/2014,2100,20,Olympic,2001,480,BIKE - STOLEN,IC,Invest Cont, 4800         BEVERLY                      BL,,"(34.0763, -118.3135)"
08/25/2014,141014080,08/25/2014,0730,10,West Valley,1027,480,BIKE - STOLEN,IC,Invest Cont,16900         VOSE                         ST,,"(34.1987, -118.5014)"
09/05/2014,141116101,08/25/2014,0800,11,Northeast,1132,480,BIKE - STOLEN,IC,Invest Cont, 3900         LOS FELIZ                    BL,,"(34.1139, -118.277)"
08/25/2014,141516112,08/25/2014,1730,15,N Hollywood,1591,480,BIKE - STOLEN,IC,Invest Cont,12500         VENTURA                      BL,,"(34.1427, -118.4052)"
08/29/2014,140413547,08/24/2014,1900,04,Hollenbeck,0424,480,BIKE - STOLEN,IC,Invest Cont, 3400         MANITOU                      AV,,"(34.072, -118.2052)"
08/28/2014,140120091,08/23/2014,1200,01,Central,0182,480,BIKE - STOLEN,IC,Invest Cont,  500      W  OLYMPIC                      BL,,"(34.043, -118.2606)"
08/26/2014,142015416,08/23/2014,1200,20,Olympic,2044,480,BIKE - STOLEN,IC,Invest Cont,  900         IROLO                        ST,,"(34.0559, -118.3009)"
